,ar,"هاذا مش منطقي، و موش عادل زادا"
,pt,"Any Malezia kosa anefa, fara-fahakeliny any anivon'ireo Maley any amin’ny faritra ambanivohitra, dia midika hoe “mankanesa atỳ” ilay izy, mitovy amin’ny fanondro miforitra mankany amin’ny vatana, fihetsika fampiasan’ny firenena tandrefana sasany, ary izay ihany no tokony hampiasana azy."
,pt,"Toy izany koa, ny Anglisy iray mpandeha any Espaina dia mety hihevitra ny kopa-tanana fanaovam-beloma mampiasa ny felan-tanana manatrika ny mpikopaka tanana (fa tsy ilay olona kopakopahina) ho fihetsika fiantsoana hiverina."
,pt,"Ireo fiteny fanampiny dia fiteny aritifisialy na namboarina sy noforonina mba hanamorana ny fifandraisan’ny mponina izay sahirana amin’ny fifandraisana raha tsy nisy izany."
,pt,"Izy ireo dia misaraka amin’ny lingua francas, izay fiteny voajanahary na organika ary lasa mahazo vahana noho ny antony maro samihafa noho izy fomba fifandraisana eo amin’ny olona samy hafa fiteny."
,pt,"Rehefa mafana be iny ny andro dia afaka mahita fahitana mitaratra ny mpandeha, izay mampiseho toy ny endrika rano (na zavatra hafa ihany koa)."
,pt,"Mety hampidi-doza izany raha manenjika ilay taratra fahitana ilay mpandeha, mandany ny hery izay sarobidy sy ny rano sisa tavela."
,pt,"Na ny mafana indrindra amin’ireo efitra aza dia mety ho lasa faran’izay mangatsiaka amin’ny alina. Tena zava-doza ny hypôtermia raha tsy manao akanjo mafana."
,pt,"Rehefa fahavaratra, indrindra, dia mila mitandrina amin’ny moka ianao raha tapa-kevitra ny hihanika ny ala."
,pt,"Na mandeha fiara aza ianao mankanyanaty ala tropikaly atsimo, segondra vitsy mandritra ny hidiranao anaty fiara dia efa ampy hidiran’ireo moka miaraka aminao ao anaty fiara koa."
,pt,"Ny gripa mpahazo ny vorona, na ny marimarina kokoa gripam-borona, dia mety hahavoa ny vorona sy ny biby mampinono."
,pt,"Latsaky ny arivo ny tranga izany tsy mbola notaterina tamin’ny olombelona, kanefa maro amin’izy ireo no mahafaty."
,pt,"Ny ankamaroan’ireo dia nahakasika olona izay miasa miaraka amin’ny fiompiana akoho amam-borona, kanefa misy loza mitatao ihany koa ho an’ireo mpandinika vorona."
,pt,"Ireo fjords mideza sy ireo lohasaha izay manome tampoka aminà lembalemba somary marina ihany no mampiavaka an’i Norvège."
,pt,"Ireny lembalemba ireny matetika dia antsoina hoe “vidde” izay midika hoe toerana midadasika, tsy misy hazo, faritra tsy misy fetra."
,pt,"Ao Rogaland sy Agder izy ireo dia antsoina hoe: “hei” izay midika oe toerana feno fotaka tsy misy hazo fa matetika rakotra anjavidy."
,pt,"Tsy tafitombona ny vongan-dranomandry, fa midina manaraka ny tendrombohitra. Izany dia hiteraka fitresahana, hantsana, ary mety ho hamaizinin’ny tetezan-dranomandry."
,pt,"Mety hirodana ireo rindrina sy tafon’ny zohin-dranomandry ary mety hikatona ny triatra."
,pt,"Eny amoron’ireny vongandranomandry be ireny dia misy bolongana goavana miendaka ka mianjera ary mety hitsambikina na hikodiadia lavitra kokoa miala ny morony."
,pt,"Ny vanim-potoanan’ny fizahan-tany eny antendrombohitra no mahazo vahana indrindra amin’ny vanim-potoana fahavaratra any Indiana."
,pt,"Kanefa, hafa ny hamevany sy hakantony rehefa amin’ny andro ririnina, misy fiantsonana betsaka eny an-tendrombohitra, izay mahazo fanala tsara mpanao ski na snowboard."
,pt,"Orinasam-pitaterana an’habakabaka vitsy sisa no mbola manolotra saran-dalam-pisaonana, izay mampihena kely ny vidin’ny dia amin’ny fandevenana amin’ny minitra farany."
,pt,"Ny sidina manolotra izany dia ny Air Canada, Delta Air Lines, Lufthansa ho an’ny sidina miainga avy any Etazonia na Canada, sy WestJet."
,pt,"Amin’ny tranga rehetra dia tsy maintsy mamandrika amin’ny finday mivantana any amin’ny orinasam-pitaterana an’habakabaka ianao."
,pt,"Manana voalavo 4-bolana izao izahay izay tsy voan’ny diabeta kanefa nararin’ny diabeta teo aloha, hoy izy."
,pt,"Dr.Ehud Ur, Profesora ao amin’ny sampam-pampianarana mpitsabo any Dalhousie, Oniversite an’I Halifax, Nova Scotia ary filohan’ny sampana klinika sy mpikaroka ao amin’ny fikambanana diabeta kanadiana dia nampitandrina fa mbola eo am-piandohana ny fikarohana."
,pt,"Tahaka ny manampahaizana sasany hafa, misalasala ihany izy ny amin’ny hoe afaka sitranina ve ny diabeta sa tsia, manamarika fa tsy misy mitombina amin’ny olona izay efa tratran’ny diabeta Karazany 1 ireo vokapikarohana ireo."
,pt,"Nanambara ampahibemaso tamin’ny alatsinainy teo, nandritra ny fandaharana iray tao amin’ny onjampeo Sveriges Radio tao Soeda, i Sara Danius, mpitantsoratry ny Kaomitin'ny Nobel momba ny Haisoratra, fa ny kaomity, izay tsy nahazo an’i Boby Dylan mivantana mba hilaza aminy fa nahazo ny Fankasitrahana Nobel 2016 ho an’ny Haisoratra izy, dia nanatsahatra ireo ezaka natao hiresahana aminy."
,pt,"Hoy Danius, ”Tsy manao na inona na inona izahay amin’izao. Niantso sy nandefa mailaka tamin’ny mpiaramiasa akaiky aminy aho ary nahazo valiny feno fitiavana be. Hatreto, ampy angamba izay.“"
,pt,"Teo aloha teo, ny Filoha Tale Jeneralin'ny Ring, Jamie Siminoff, dia nanamarika fa teraka ilay orinasa rehefa tsy reny avy tao amin’ny fivarotany tao amin'ny garaziny ny lakolosim-baravarany."
,pt,"Izy dia nanamboatra lakolosim-baravarana misy WiFi, hoy izy."
,pt,"Nilaza i Siminoff fa niakatra ny varotra taorian’ny fisehoany tanatina fizarana Shark Tank iray tamin’ny 2013 izay nandavan’ny vaomieran’ny fandaharana ny hamatsy vola an’ilay orinasa vao misandratra."
,pt,"Tamin’ny faramparan’ny taona 2017 dia niseho tamin’ny fandaharam-barotra an-televiziona QVC i Siminofa."
,pt,"Nametraka fitoriana tamin’ny orinasa fiambenana mpifanandrina ihany koa i Ring, ny orinasa ADT Corporation."
,pt,"Raha efa misy vaksiny andrana iray izay afaka mampidina ny taham-pahafatesana avy amin’ny Ebola, dia tsy mbola misy kosa, hatramin’izao, ny fanafody izay voaporofo mazava fa mety amin’ny fitsaboana ny aretina efa miseho."
,pt,"Nampisy fanantenana teny ifotony tany am-boalohany ny fangaron-kery fiarovana iray, ZMapp, saingy nampiseho ny fikarohana ara-drafitra fa kely kokoa noho ny notadiavina ho fisorohana ny fahafatesana ny tombontsoa azo aminy."
,pt,"Tamin’ny andrana PALM, ny ZMapp dia nampiasaina ho fanarahamaso, izay midika fa nampiasain’ny manampahaizana ho fototra iaingana izy io ary nampitahain'izy ireo taminy ireo fitsaboana telo hafa."
,pt,"Ny USA Gymnastics dia manohana ny taratasin’ny Kaomity Amerikanina misahana ny Lalao Olaimpika ary manaiky ny filàna maika ho an’ny fianakaviana Olaimpika mba hampiroborobo tontolo azo antoka ho an’ny atletantsika rehetra."
,pt,"Miombon-kevitra amin'ny fanambaran'ny USOC izahay fa ny tombotsoan’ny atletantsika sy ny vondrona, sy ny fanatanjahantenan'izy ireo, dia tsaratsara kokoa raha mandroso miaraka amin’ny fiovana manan-danja ao anatin’ny fikambanantsika, fa tsy ny fanafoanana ny fankatoavana."
,pt,"Ny USA Gymnastics dia manohana famotorana mahaleo tena izay mety hampivoaka ny resaka fanararaotana faritan’ireo tavela tamin’ny Larry Nassar, izay mety tsy noresahina,ka mety hitondra fiovana."
,pt,"Mitovy ny tanjon’ny USA Gymnastics sy ny USCO - ny hahatonga ny fanatanjahantena zimnastika sy ny hafa toy izany ho azo antoka arak’izay azo atao mba hahafahan’ireo atleta hanatanteraka ny nofinofiny ao amina toerana azo antoka, miabo ary mahaleo tena."
,pt,"Nandritry ny taona 60, I Brzezinski dia niasa ho mpanolotsaina an’i Jaona F. Kennedy ary avy eo ho an’ny fitondrana Lyndon B. Johnson."
,pt,"Nanolo-tsaina an'i Carter momba ny politika ivelany izy nandritra ny fifantenana izay natao tamin’ny taona 1976, ary avy eo niasa ho Mpanolotsaina ny Fiarovam-pirenena (NSA) tamin’ny taona 1977 hatramin’ny 1981, nandimby an’i Henry Kissinger."
,pt,"Tamin’ny naha NSA azy dia nanampy an’i Carter tamin’ny fifandraisana ara-diplaomatika eran-tany izy, toy ny Fifanarahana tao Camp David, 1978 ; ny fandaminana ny fifandraisan'i Etazonia-Sina tamin’ny faramparan’ny 1970 ; ny Tolom-piavotana iranianina, izay nitondra tamin’ny krizin’ny takalonaina tany Iran, 1979; ary ny fanafihan’ny Sôvietika an’i Afhanistan, 1979."
,pt,"Ilay sarimihetsika, misy an’i Ryan Gosling sy i Emma Stone, dia voatendry tanatin’ny sokajy lehibe rehetra."
,pt,"Nahazo fanendrena ho mpilalao sarimihetsika lahy sy vavy tsara indrindra i Gosling sy i Stone."
,pt,"Ny fanendrena hafa dia ahitana ny Horonantsary tsara indrindra, Mpanatontosa, Fanatanterahana horonantsary, Fanamboarana ny akanjo fentina an-tsehatra, Fanambarana horonantsary, Partition originale, Famokarana, Fikirakirana ny lafin’ny feo, Fanambarana ny feo rehetra, Rindrantsehatra Orizinaly."
,pt,"Hira roa avy amin’ilay horonantsary, (Ireo Adala Manonofy) sy tanànan’ireo kintana, no voatendry ho hira orizinaly tsara indrindra. Ny trano famokarana Lionsgate dia nahazo fanendrena 26 – mihoatra noho ny trano famokarana hafa."
,pt,"Ny Sabotsy alina, dia nanambara ny filohan’ny Etazonia Donald Trump, tamin’ny alalan’ny lahateny izay nataon’ny sekretera mpampita vaovao, fa handao an’i Syria ny tafika amerikana."
,pt,"Natao taorian’ny resaka an-tariby nifanaovan’i Trump sy ny filoham-pirenena tiorka Recep Tayyip Erdoğan ny fanambarana."
,pt,"Torkia dia handray ihany koa ny fiambenana ireo mpiady ISIS voasambotra, izay voalaza anatin’ny fanambarana, fa tsy ho apodin’ny firenena Eoropeanina an-tanindrazana."
,pt,"Tsy vitan’ny hoe manamarina fotsiny ity fa nisy volony ny dinaozaoro sasany, izay teoria niparitaka efa ela, fa manome tsipiriany tsy hita amin’nyfosily, toy ny loko ary ny fandrefesana telo-miantoana."
,pt,". Milaza ireo manampahaizana fa ny volon’ity biby ity dia miloko volontany ny lafiny ambony ary miloko matroka na volon-karaoty ny lafiny ambany."
,pt,"Manome fahalalàna bebe kokoa mahakasika ny fivoaranan’ny volom-borona ihany koa ity zavatra hita ity."
,pt,"Koa satria tsy manana tahony mivoatra tsara antsoina hoe rachis ny volon’ny dinôzôro saingy manana endrikà volo hafa tokoa — volombava sy barbules — nanao tsoakevitra ireo mpikaroka fa mety ho fivoarana taty aoriana ilay rachis raha oharina amin’ireo endrika hafa ireo."
,pt,"Ny firafitr’ireo volomborona dia ahafahana mieritreritra fa tsy nampiasaina hanidinana izy ireo fa hifehezana ny maripana na hisarihana vady. Ireo mpikaroka dia nandroso fa na dia rambona dinaozaoro tanora aza izy io dia volomborona matoy no hita tamin’ny santionan-tambatsela fa tsy ilay manify kely toy ny an’ny akohokely ireny."
,pt,"Nandroso hevitra ireo mpikaroka fa na dia rambona dinaozaoro tanora aza izy io dia volomborona efa matoy no hita teo aminy fa tsy ilay malemy kely ohatra ny an’ny akohokely ireny."
,pt,"Ilay fiara voasesika baomba nipoaka tao amin’ny foiben’ny polisy tany Gaziantep tao Torkia omaly maraina dia namono polisy anankiroa ary nandratra olona hafa mihoatra ny roapolo."
,pt,"Nilaza ny biraon’ny governora fa ny sivy ambin’ny folo amin’ireo maratra dia polisy."
,pt,"Nilaza ny polisy fa miahiahy miaramilan’ny Daesh (ISIL) ho tomponandraikitra tamin’ny fanafihana izy ireo."
,pt,"Hitan’izy ireo fa mitovy fiasa amin’ny kintana hafa ny Masoandro: ny hetsiky ny kintana ao amin’ny rafitra dia hita fa miankina amin’ny hazavany, ny fiodinanany ary izay ihany."
,pt,"Ny hazavana sy fihodinana dia nampiasaina miaraka mba hahafantarana ny tarehimarika Rossby an’ilay kintana, izay mifandray amin’ny fikorinan’ny tsiranoka."
,pt,"Arakaraka ny mahakely ny isan’i Rossby no tsy dia mampivadibadika ny hery maninton’ilay kintana."
,pt,"Nandritra ny diany, dia nisedra olana imbetsaka i Iwasaki."
,pt,"Norobain’ny jiolahintsambo izy, nokaikerin’ny alika romotra tany Tibet, nandositra fanambadiana tany Nepala ary voasambotra tany India."
,pt,"Ny fenitra 802.11n dia mahakasika ny hatetika 2,4 Ghz sy 5,0 Ghz."
,pt,"Hanampy azy hifanentana amin’ny 802.11a, 802.11b sy 802.11g izany, mila manana onjampeo roa kosa anefa ny toby fototra."
,pt,"Ireo hafainganam-pandehan’ny 802.11n dia haingana dia haingana kokoa noho ny an’ireo teo alohany miaraka amin’ny tosaka teorika farafahabeny 600Mbit/s."
,pt,"Duvall, izay manambady sy manan-janaka roa efa lehibe, dia tsy nanamarika be an'i Miller, izay nitantaraina ilay zava-niseho."
,pt,"Rehefa nangatahana fanehoankevitra i Miller dia hoy izy : “Be resaka be I Mike mandritra ny fakana am-bava… Mbola niomana aho ka tsy reko tsara izay nolazainy.”"
,pt,"“Hoezahanay ahena amin’ny fomba misy varany ny famokarana eton’arina isaky ny harin-karena iray ny taona 2020, raha miala avy amin’ny tahany tamin’ny taona 2005”, hoy I Hu."
,pt,"Tsy nametraka isa ho an’ny fanenàna izy, nilaza fa izany dia ho atao miankina amin’ny famokarana ara-toekarena sinoa."
,pt,"Nampahery ny firenena an-dàlam-pandrosoana i Hu ”mba hiala amin’ny fomba fahiny izay mandoto aloha vao manadio avy eo.“"
,pt,"Nilaza koa izy hoe, na izany aza, dia tsy tokony hangatahina handray andraikitra mihoatra ny efa vitany sy ny fahaizany izy ireo.”"
,pt,"Ny Vondrona Mpandalina ny momba an'Iràka dia nanolotra ny tatitra androany tamin’ny 12.00 ora GMT."
,pt,"Mampitandrina izy Tsy misy afaka manome antoka fa hampijanona ny adin’antoko, ny fitombon’ny herisetra na ny fikororohana mankany amin'ny savorovoro goavana izay hetsika atao ao Iràka amin’izao fotoana, na inona izany na inona."
,pt,"Ilay Tatitra dia nosokafana tamina fiangaviana ny mba hisian’ny adihevitra misokatra sy ny fitadiavana marimaritra iraisana ao Etazonia mahakasika ny politika manoloana ny Afovoany Atsinanana."
,pt,"Manakiana mafy saika ny lafiny rehetra amin’ny politikan’ny Mpanatanteraka mihatra amin’i Iraka amin’izao ny tatitra ka mitaky fiovan’ny tantana izao dieny izao."
,pt,"Voalohany amin’ireo sosokevitra 78 nataony ny fanapahan-kevitra vaovao ara-diplomatika izay tokony atao mialohan’ny faran’ity taona ity mba hiarovana ny sisintanin’Iràka amin’ny fidiran’ny fahavalo ary hamerenana indray ny fifandraisana ara-diplomatika amin’ireo mpifanolobodirindrina aminy."
,pt,"Ny senatera ankehitriny sady Vadin'ny Filohan'i Arzantinina, Cristina Fernandez de Kirchner, dia nanambara fa hilatsaka ho filoham-pirenena izy, omaly hariva tao amin’ny La Plata, tanàndehibe 50 kilaometatra (31 miles) miala an’i Boenozera."
,pt,"Nanao fanambarana tao amin’ny Argentine Theatre i Ramatoa Kirchner fa mikasa hilatsaka ho filoham-pirenenana izy, toerana nanombohany ny propangadiny voalohany tamin’ny taona 2005, rehefa izy nilatsaka ho anisan’ny delegasionin’ny province Buenos Aires."
,pt,"Nateraky ny fifandirana momba ny fanampiana sy fanarenana taorian’ny fandalovan’ny rivodoza Katrina ilay adihevitra; izay nantsoin’ireo mpandala ny hetra tamin’ny fomba feno hanihany hoe “Fifanarahan’i Bush any Nouvelle-Orléans.”"
,pt,"Ny fanakianana malalaka ny ezaka fanarenana dia nifototra tamin’ilay fanomezana ny fifanarahana momba ny fanarenana ho an'ireo olona heverina fa mihazona tsiambaratelo momba an'i Washington."
,pt,"Mihoatra ny efatra tapitrisa ny olona nandeha tany Roma mba hanatrika ilay fandevenana."
,pt,"Betsaka loatra ny olona tonga ka tsy ny rehetra no nahavita niditra tao amin’ilay fandevenana tao amin'ny St. Peter’s Square."
,pt,"Efijerina fahitalavitra lehibe maro no napetraka tamin’ny toerana samihafa tao Rôma mba hahafahan’ny olona mijery an’ilay lanonana."
,pt,"Tany amin’ny tànana maro tao Italia sy tany amin’ny toerana ambiny hafa teto amin’izao tontolo izao, indrindra tao Poland, dia nisy fitaovana mitovy amin’ireo napetraka, izay nojeren’ny olona maro an’isa."
,pt,"Ny mpahay tantara dia nitsikera ny pôlitikan'ny FBI taloha noho izy nampifantoka ny enti-manana tamin’ireo raharaha mora vahana, indrindra fa ny raharaha fangalarana fiara, no sady te hampiakatra ny taham-pahombiazan’ny birao."
,pt,"Nanomboka namatsy vola ny hadalana ara-ketra 2005 ny Kongresy ary nanamarika fa ny FBI dia tsy maintsy manokana olona 10 ho an’ny pôrnôgrafian’olon-dehibe."
,pt,"Robin Uthappa no nahavita ny isa ambony indrindra tamin’ny taranja fivelesana, hazakazaka 70 amin’ny baolina 41 tamin’ny fivelesana efatra 11 sy enina 2 izy."
,pt,"Ireo batsmen eo afovoany, Sachin Tendulkar sy Rahul Dravid, dia nifanaraka tsara ary nanao fiaraha-miasa nahazoana isa zato."
,pt,"Kanefa, rehefa very ny wicket an’ilay kapiteny dia tsy nahazo afa-tsy 36 isa i India, very wickets 7 tamin’ny faran’ny lalao."
,pt,"Tonga tany Singapour tamin’ny marainan’ny faha 16 Novambra ny Filoha Amerikana George W. Bush, hanomboka ny herinandrom-pitsidihana an’i Asia."
,pt,"Noraisin'ny Praiministra Lefitra Wong Kan Seng izy ary niresaka varotra sy olan’ny asa fampihorohoroana niaraka tamin’ny Praiministr'i Singapaoro Lee Hsien Loong."
,pt,"Taorian’ny herinandro fatiantoka nandritra ny fifidianana antenantenam-potoana dia niresaka momba ny fanitarana ny varotra any Azia tamin'ny mpanatrika i Bush."
,pt,"Ny Praiministra Stephen Harper dia nanaiky ny handefa ny “Lalàna Rivotra Madio” an’ny governemanta any amin’ny kaomity misy ny antoko rehetra mba hodinihina, alohan’ny hamakiana azy faharoa, aorian’ny fivoriana 25 minitra miaraka amin’ny mpitarika ny NDP Jack Layton ao amin’ny PMO ny Talata."
,pt,"I Layton dia nangataka ny hanovana ny volavolandalàna nataon’ny mpandala ny nentin-drazana momba ny tontolo iainana nandritra ny fihaonana tamin’ny Praiministra, nangataka ny “hamerenana ny famolavolana feno sy tanteraka” ny volavolandalàna momba ny tontolo iainana nataon’ny antoko mpandala ny nentin-drazana."
,pt,"Hatramin’izay nidiran’ny Governemanta Federaly an-tsehatra hamatsy vola ny hopitaly Mersey ao Devonport, Tasmania, dia nokianin’ny governemanta-panjakana sy depiote federaly ho toy ny dokambarotra izany mialoha ny fifidianana federaly amin’ny Novambra."
,pt,"Saingy nanambara ny Praiminisitra John Howard fa ny lalàna dia tsy nikendry afa-tsy ny hiarovana ny fotodrafitrasan’ny hopitaly mba tsy hanenan’ny governemantan’i Tasmania ny lanjany, amin’ny fanomezana 45 tapitrisa dolara aostralianina fanampiny."
